"","Post","Entity","Position","Type","message"
"2975","458","January 21st","117","Date","RT @westernuNEST : Do you want to know more about our MA program? Join us for this interactive session!

?? Friday, January 21st, 2022
?? 1:00 to 2:00 P.M. (EST)

Register ?? https://t.co/pbwkKD7dfT
Program details ?? https://t.co/TofFCEuanI https://t.co/VzopjhkP14"
"2976","459","2,500+","120","Date","They’ve used their skills at a kids' boat-building camp, in municipal planning and at social agencies. Every year, the 2,500+ #WesternU students whose courses include community-engaged learning show why #CEL is a win-win for all. @westernuSE #ldnont #onpse https://t.co/xFsjsUYSEJ"
"2977","46","this weekend","106","Date","PM @JustinTrudeau will deliver closing remarks at the #WesternU student-led @IDinSTEM virtual conference this weekend, adding to an already-amazing lineup of speakers. #STEM #LdnOnt https://t.co/btHELQha6P"
"2978","463","Tonight","99","Person","RT @TheAgenda : As we face yet another month of this pandemic, how can we confront COVID fatigue? Tonight @spaikin speaks with @david_dozois (@Dozois_Mood_Lab), professor of psychology at @westernu, at 8/11pm | Producer: @Mariasarrouh https://t.co/IWPjMGS9Wi"
"2979","465","January 3 to January 27","41","Date","RT @westernuhousing : From 4:30 p.m. on January 3 to January 27, Ontario Hall, Saugeen-Maitland Hall and Sydenham Hall dining halls will open daily from 7:30 a.m. to 7:30 p.m. Seating areas will be closed, so students staying in residence are encouraged to enjoy their meals in their rooms. #westernu https://t.co/K7LyXfSIt0"
"2980","466","this year","47","Date","RT @Brains_CAN : Starting an exercise routine this year? BrainsCAN Postdoctoral Fellow, @cassandra_lowe explains how you can't outrun your fork, but you can use exercise to boost brain plasticity, improving your ability to resist junk foods. Article via @ConversationCA. https://t.co/J9X5ooi2Bc"
"2981","468","Tuesday","23","Date","As #WesternU re-opens Tuesday, January 4, and we prepare for the restart of classes and make-up exams on January 10, the health and safety of our campus community remains our top priority. Read the latest COVID-19 update.
https://t.co/bpd63I55qf"
"2982","468","January 4","32","Date","As #WesternU re-opens Tuesday, January 4, and we prepare for the restart of classes and make-up exams on January 10, the health and safety of our campus community remains our top priority. Read the latest COVID-19 update.
https://t.co/bpd63I55qf"
"2983","468","January 10","106","Date","As #WesternU re-opens Tuesday, January 4, and we prepare for the restart of classes and make-up exams on January 10, the health and safety of our campus community remains our top priority. Read the latest COVID-19 update.
https://t.co/bpd63I55qf"
"2984","468","://t.co/bpd63I55qf","228","Date","As #WesternU re-opens Tuesday, January 4, and we prepare for the restart of classes and make-up exams on January 10, the health and safety of our campus community remains our top priority. Read the latest COVID-19 update.
https://t.co/bpd63I55qf"
"2985","469","PCR","112","Organization","@termsofproof Dec 30 the Ont government provided a directive stating health units are no longer doing COVID-19 PCR tests. This means individuals who have symptoms are presumed to be infected with COVID-19 &amp; should self-isolate immediately for 5 days. Reach out to vaxinfo@uwo.ca for questions."
"2986","469","Dec 30","15","Date","@termsofproof Dec 30 the Ont government provided a directive stating health units are no longer doing COVID-19 PCR tests. This means individuals who have symptoms are presumed to be infected with COVID-19 &amp; should self-isolate immediately for 5 days. Reach out to vaxinfo@uwo.ca for questions."
"2987","470","Hegel Hi Elliot!","8","Organization","@ElliotHegel Hi Elliot! Our team is interested in getting in touch with you for a Western News story. You can reach them at western.news@uwo.ca. Thanks!"
"2988","470","Western News","83","Organization","@ElliotHegel Hi Elliot! Our team is interested in getting in touch with you for a Western News story. You can reach them at western.news@uwo.ca. Thanks!"
"2989","471","Read","91","Organization","It's a critical moment in #payequity history with the convergence of #MeToo and #COVID19. Read how @westernuAlumni Erin McCloskey, @kadiejeanward and Ayumi Bailly are positioned to make a difference @OntPayEquity: #westernu #onpoli #purpleandproud https://t.co/tT0Anz0LNU"
"2990","472","2021","61","Date","Happy New Year’s Eve to everyone celebrating tonight.  

As 2021 comes to a close, we wish continued safety, happiness and health to the #WesternU community. https://t.co/igcGldVkQ1"
"2991","473","Health","100","Organization","RT @MLHealthUnit : In response to yesterday’s announcement from Ontario’s Chief Medical Officer of Health, #MLHU will be following the Province’s updated COVID-19 testing and isolation guidance and will also be changing how it reports and manages new cases. 
#LdnOnt #Middlesex
/1"
"2992","475","Alan Shepard","11","Person","President Alan Shepard has experienced an unexpected cardiac issue requiring immediate attention and a leave of absence. 

Sarah Prichard, interim provost and vice-president (academic), will be acting president for the coming weeks."
"2993","475","Sarah Prichard","124","Person","President Alan Shepard has experienced an unexpected cardiac issue requiring immediate attention and a leave of absence. 

Sarah Prichard, interim provost and vice-president (academic), will be acting president for the coming weeks."
"2994","476","SoHo","121","Location","RT @westernupubhist : Our #publichistory research with the #VisionSoHoAlliance affordable housing project in #LdnOnt's #SoHo area made @WesternU's Year in Review! We are curating historical signage for the old #VictoriaHospital grounds.  https://t.co/ysmg3ZD84V @LdnCommFdn @westernuHistory https://t.co/9PapNJ8FQe"
"2995","478","2021","89","Date","Show today’s #WesternU students you are in their corner. Donate by Dec. 31 to receive a 2021 donation receipt. 

#purpleandproud #ldnont"
"2996","48","CRC","208","Organization","""Sadly, we’ve learned that the inequities and structural and systemic violence in our society run so deep that they shaped every aspect of our response, and non-response, to the pandemic."" 
— @NadineWathen, CRC in Mobilizing Knowledge on Gender-Based Violence
#WesternU"
"2997","48","Sadly","2","Person","""Sadly, we’ve learned that the inequities and structural and systemic violence in our society run so deep that they shaped every aspect of our response, and non-response, to the pandemic."" 
— @NadineWathen, CRC in Mobilizing Knowledge on Gender-Based Violence
#WesternU"
"2998","480","U","164","Location","RT @WesternMustangs : ??Mustangs mourn the passing of former Men’s Soccer Coach Rock Basacco. 
??https://t.co/mITBK2ftXV 
#AlwaysAMustang #WesternMustangs @WesternU"
"2999","482","today","100","Date","RT @WesternMustangs : Congrats to @westernuFB alum @Lirim_70 who stepped into the @Panthers lineup today and converted his first @NFL points.
#AlwaysAMustang #RunWithUs #WesternMustangs https://t.co/hW4uYk6ESW"
"3000","483","Mac Cuddy","165","Person","RT @northernthrux : Once a year I like to make a pilgrimage to the farm of the man who started it all for me ?@WesternU? ?@SchulichMedDent? ?@LHSCCanada? . In 1994 Mac Cuddy made the lead gift to build ?@WesternCFMM?. Hence the name A.M. Cuddy Wing on the building. ???? Mac ?? https://t.co/Wpt8oYfsl8"
"3001","483","Mac","272","Person","RT @northernthrux : Once a year I like to make a pilgrimage to the farm of the man who started it all for me ?@WesternU? ?@SchulichMedDent? ?@LHSCCanada? . In 1994 Mac Cuddy made the lead gift to build ?@WesternCFMM?. Hence the name A.M. Cuddy Wing on the building. ???? Mac ?? https://t.co/Wpt8oYfsl8"
"3002","483","1994","160","Date","RT @northernthrux : Once a year I like to make a pilgrimage to the farm of the man who started it all for me ?@WesternU? ?@SchulichMedDent? ?@LHSCCanada? . In 1994 Mac Cuddy made the lead gift to build ?@WesternCFMM?. Hence the name A.M. Cuddy Wing on the building. ???? Mac ?? https://t.co/Wpt8oYfsl8"
"3003","484","Today","1","Date","Today, #WesternU wants to wish those who are celebrating a safe and joyous #Kwanzaa. https://t.co/t5SLqz0kYg"
"3004","485","Merry","1","Person","Merry Christmas to those members of the #WesternU community celebrating today. We wish you a safe, comforting, and happy Christmas season. https://t.co/ITS2TnftIJ"
"3005","485","today","73","Date","Merry Christmas to those members of the #WesternU community celebrating today. We wish you a safe, comforting, and happy Christmas season. https://t.co/ITS2TnftIJ"
"3006","485","Christmas","122","Date","Merry Christmas to those members of the #WesternU community celebrating today. We wish you a safe, comforting, and happy Christmas season. https://t.co/ITS2TnftIJ"
"3007","49",", 11 billion","48","Money","Six million deaths, 450 million confirmed cases, 11 billion vaccines administered. Two years after #WHO declared a global pandemic, what have we learned and how do we move forward? #WesternU experts weigh in with insights beyond the numbers. #COVID19 https://t.co/RiJGWiRuuy"
"3008","490","today","53","Date","RT @MLHealthUnit : #MLHU is reporting 228 new cases today, the highest daily increase in new local COVID-19 cases since the pandemic began 21 months ago.

It’s clear. COVID-19 is circulating very quickly and widely in #Middlesex-#LdnOnt /1"
"3009","490","21 months ago","140","Date","RT @MLHealthUnit : #MLHU is reporting 228 new cases today, the highest daily increase in new local COVID-19 cases since the pandemic began 21 months ago.

It’s clear. COVID-19 is circulating very quickly and widely in #Middlesex-#LdnOnt /1"
"3010","491","CBC","62","Organization","RT @iveybusiness : Ivey's Lauren Cipriano was interviewed by CBC's @LondonMorning today to discuss the current COVID-19 situation in Ontario, how the hospital system will be affected, and how people can stay safe this holiday season."
"3011","491","today","83","Date","RT @iveybusiness : Ivey's Lauren Cipriano was interviewed by CBC's @LondonMorning today to discuss the current COVID-19 situation in Ontario, how the hospital system will be affected, and how people can stay safe this holiday season."
"3012","491","Ontario","134","Location","RT @iveybusiness : Ivey's Lauren Cipriano was interviewed by CBC's @LondonMorning today to discuss the current COVID-19 situation in Ontario, how the hospital system will be affected, and how people can stay safe this holiday season."
"3013","492","U @westernsogs","266","Location","RT @westernuIntl : We know it can be hard to stay updated on the restrictions and guidelines related to travel. We'll continue to add government updates and other important information to the arrivals website over the holiday break. https://t.co/pNQkZV7nh6 @WesternU @westernsogs  @WesternUSC https://t.co/9U3dNbNRcI"
"3014","493","January 3","49","Date","?? The Vaccination &amp; Testing Centre reopens January 3 for pre-booked appointments only. Details on eligibility and centre hours will be shared in the new year."
"3015","494","Hospitality Services","35","Organization","?? January hours of operation for Hospitality Services will be communicated in the coming weeks. Follow @westernufood for the latest updates."
"3016","494","January","4","Date","?? January hours of operation for Hospitality Services will be communicated in the coming weeks. Follow @westernufood for the latest updates."
"3017","495","January 27-30","56","Date","?? Students will be welcomed back to residence between January 27-30. Returning students will need to log into the myHousing Portal and register a return date and time during this period. Follow @westernuhousing for more info."
