Post,message
2620,"@EddyWindermere @SomiaGrooves Yesterday's testing was at the special request of Occupational Health and Safety, and involved scheduled, specialized expertise and equipment. We sincerely apologize to those disrupted by yesterday's tests."
2621,"@ShearerSkylar Yesterday's testing was at the special request of Occupational Health and Safety, and involved scheduled, specialized expertise and equipment. We sincerely apologize to those disrupted by yesterday's tests."
2622,RT @westernulibsARC : The #WesternU Covid-19 Archives is documenting history as it happens for future generations. We want to know the feelings and experiences of the #ldnont community as the pandemic continues. Please visit our site and #tellyourstory: https://t.co/7mXT7QieYQ https://t.co/HK633GtySA
2623,"RT @westernufood : Tim Hortons in the UCC and Lucy's in Somerville House will be open Monday to Friday with modified hours until Jan. 23. All eateries will resume regular hours starting Jan. 25.

Check the WesternU App or this link for up-to-date eatery hours: https://t.co/aGGqsMU9DP

#westernu https://t.co/FF9xsHAL4V"
2624,"Reminder: We will be testing the #WesternU weather siren this afternoon. Learn more about the siren here (https://t.co/y3qmemN2to), and if you’re a campus community member, add your mobile number to receive SMS messages from Alert WesternU (https://t.co/WpraixHkuB). #ldnont"
2625,"Many #WesternU connections on @ldnontmayor New Year's Honour List including @westernuMusic dean Betty Anne Younker and @AbeOudshoorn. #ldnont #purpleandproud ??
https://t.co/zM1CsDyhUf"
2626,"For exemplary service, research and scholarship, three #WesternU luminaries have been appointed to the #OrderofCanada and #OrderofOntario. #purpleandproud #ldnont #cdnpse https://t.co/GyobUUYzs8"
2627,"We will be testing the #WesternU weather siren this afternoon. Learn more about the siren here (https://t.co/y3qmemN2to) and, if you’re a campus community member, add your mobile number to receive SMS messages from our Alert WesternU system (https://t.co/WpraixHkuB). #ldnont"
2628,"RT @westernulibs : As this first Monday of 2021 rears its head and we shake off the holiday cobwebs, we thought this Douglas Adams quote was a fitting start to the week. Hang in there everyone! #MotivationMonday #backtowork #Welcome2021 https://t.co/gqCTfUq56g"
2629,"#WesternU #COVID19 testing centre reopens Tuesday, Jan. 5 through Friday, Jan. 8 from 9:30 a.m. to 4:00 p.m. You can now book an appointment online, up to three days in advance. Walk-in appointments still welcome. #TakeCareWesternU
https://t.co/Emv7vSPjUf"
2630,"RT @charlesweijer : #COVID?19 #PANDEMIC
@CTV_AvisFavaro @CTVNationalNews
“Investment…in our #publichealth system must remain a national priority moving forward. There is no doubt whatsoever that this is not the last pandemic.” @charlesweijer @SchulichMedDent @WesternU
https://t.co/E86ccWUb9L"
2631,"RT @charlesweijer : Reflecting on #COVID?19 @CTV_AvisFavaro
“Social inequality is not only unjust, it is positively lethal. [Witness] the disproportionate effects…of COVID-19 among #Canada’s #poor, #POC, and #Indigenous communities” @charlesweijer @SchulichMedDent @WesternU
https://t.co/HezLmbj0pz"
2632,"RT @LFPress : Hailing from Kettle and Stony Point First Nation, Christy Bressette will become @WesternU's vice-provost and associate vice-president of Indigenous initiatives starting in March. She recently answered questions from @DanatLFPress: https://t.co/70OVRr5u1a #ldnont https://t.co/gRqqXudZoF"
2633,"RT @VictoriaRubin : My 13-year-old created a thoughtful avatar for me.
I'll be sure to use it for now since it sends the right message.

@westernuFIMS @WesternU, stay masked. Keep your physical distance. Reach out to your loved ones!

This avatar makes me wonder what emotions kids see in our eyes... https://t.co/QcNRHmq18R"
2634,"RT @TechAlliance : @WesternU is seeking 6-8 Medical Innovation Fellows for an appointment beginning July 2021. This is a great opportunity to collaborate in medical related innovation and development. 

Interested? See full details + apply at https://t.co/4L6UVzjAzF

#SWOnt #ldnontjobs https://t.co/4ixQzAQmDX"
2635,"RT @LHSCCanada : Congratulations to Dr. (and Lt.-Col.) Vivian McAlister, general surgeon at LHSC, and professor and director at @WesternU for the Member of the Order of Canada appointment recognizing contributions to and leadership in the military and civilian surgical communities. Well deserved! https://t.co/s5wX4oixgX"
2636,RT @jennie_massey : Huge shoutout to the #WesternU @Western_Rec team who have developed and delivered free virtual fitness classes everyday during #COVID19 keeping the @WesternU community active during a complicated year. #Bravo #ThrivingCampus https://t.co/IFmPqojgb3
2637,"@ryanrobinson06 @WesternMustangs @Western_Rec You've been a wonderful member of the Mustang family, Ryan! Thank you for all your work to celebrate our athletes and their stories??"
2638,"@doctalott Love the #purpleandproud spirit, and wishing you a swift and healthy recovery!"
2639,"RT @LFPress : Born of the pandemic, a non-profit student team @WesternU is ready to jump in to help by doing everything from creating PPE to tutoring students learning at home. @HeatheratLFP reports on the Student Relief Team: https://t.co/YuvbYuYze5 #ldnont https://t.co/F8L2lr5u66"
2640,"RT @westernuAlumni : A little support from a lot of #WesternU alumni makes a big difference. Show your purple pride this holiday season by making a gift. ??
#purpleandproud
https://t.co/vVxjSGzIWa"
2641,Wishing a joyful celebration to those observing the holiday of #Kwanzaa over the next seven days. ? https://t.co/pGRcPDLKAN
2642,"To our community members celebrating today, we understand that this holiday may feel and look different than in years past. We wish you a very healthy and safe #Christmas. ?? ?? ?? ?? https://t.co/N66BYTelLF"
2643,"RT @westernuAlumni : With a little #WesternU on the tree, we wish you and your loved ones a safe and happy holiday season ??
??: jchambs_, palumbona, threemd (Instagram) https://t.co/AUi6mcfV5U"
2644,"RT @westernuhousing : Residence is closing today at noon, but for those staying with us, we've put together a list of activities to keep you busy and get you into the holiday spirit. We hope you enjoy your break!?? https://t.co/2snw5Tj646   #westernu @WesternU @westernuIntl https://t.co/9I8IHMwwMT"
2645,"What the province-wide shutdown – effective Saturday, December 26 – means for #WesternU’s academic and campus operations. #TakeCareWesternU #COVID19 https://t.co/S6KjiOcO4S"
2646,"RT @SchulichMedDent : Meet Dr. Kenneth Wright. He is helping establish a new community-based dental clinic in #ldnont to address the need for accessible and affordable dental care. “For me, being a citizen means living in a community and having a responsibility to that community.”"
2647,Western is carefully considering today’s announcement from the Ontario government to determine the impact of provincewide shutdown to operations and the academic delivery of Winter term classes. More details to come by the afternoon of December 22. #TakeCareWesternU #ldnont
2648,Indigenous education champion Christy R. Bressette -- whose Anishinabek name is Neeta-Noo-Kee Kwe (Hard-Working Woman) -- has been appointed #WesternU’s first vice-provost and associate vice-president (Indigenous Initiatives) https://t.co/haAjpcm4dW
2649,"Students, your #purpleandproud family around the world are thinking of you during the last days of finals. 

Read #KindMail submitted by alumni, faculty, staff, and parents and know we are all wishing you the best ?? https://t.co/61GHsKlEX6 @MKChan_RCPSC @ImanMusani @ceciliaxliu https://t.co/FlusTRuvpq"
2650,RT @drcrater : Proud of the accomplishments of @westernuSpace in our first full year!!! Year in review: Western Space looking for life in all the right places https://t.co/ih06HLr8nr via @westernu
2651,RT @SJMHLab : More work funded for 2021 year aimed at working towards positive #socialchange for individuals with lived experiences of #homelessness! Such an honour to do this work with such an amazing team. Thanks @WesternU and the wonderful grants officers that supported this application!! https://t.co/D185KESYT6
2652,"RT @ogoshhsw : Coming up w/ a virtual holiday party for the @SchulichMedDent Neuro Grad Program was so fun! We managed to get Santa on Zoom &amp; read The Grinch, performances from @WesternU music students, decorating of gingerbread cookies from our kits, &amp; a ton of unique games. Neuro Family fun! https://t.co/DnRWONUFSJ"
2653,RT @mabelmndza : Special delivery to lab mates at ?? ?@JulioMTNeuro? ?@WesternU?. Since we couldn’t get together for annual holiday party we brought holiday treats to their homes. #boxcardonuts #yum #northpole #itsthelittlethings https://t.co/zgKLdnQM7i
2654,"Mustangs, we know it's been a long year and this winter break is going to look a lot different. If you need support, we are here to help. @CMHAMiddlesex is offering Virtual After Hours Crisis Counselling to students Dec 21-23 &amp; Dec 28-30. #westernu #ldnont"
2655,RT @U15ca : New research underscores the importance of the measles vaccine https://t.co/Lykm0QeWI0 @WesternU #cdnpse
2656,RT @dr_kaniki : What a year it has been but I know @WesternU has come out of it better and stronger than ever. Let’s take this into 2021 and continue to build an institution that will be recognized as a leader in every way! #purpleandproud https://t.co/AthzBGNUJt
2657,"RT @MLHealthUnit : Be good to yourself and others this weekend, friends. We’ve been living this “COVID life” for 10 months and we know it’s really hard right now. It’s been a tough year - and #COVID19 has impacted everyone. Let’s #BeCOVIDKind ?? https://t.co/isDJCi9GBf"
2658,Two #WesternU projects. One mission: to send letters and smiles to seniors this holiday season. #purpleandproud https://t.co/QadYbGs1Oc
2659,"Farewell, 2020 at #WesternU. You were as unpredictable as you were unprecedented. We learned, we adapted, we worked together … and we’re happy to see 2021 stride through the door. https://t.co/rgHChBbuub"
2660,"In its first full year, @westernuSpace explored, discovered, dreamed – and?became recognized as a go-to source in the search to unravel mysteries of the universe. #SearchingForLifeOutThere  https://t.co/pOjkRNOQZQ"
2661,#WesternU shone an unblinking spotlight on the scourge of racism and the shadows of colonialism – and made determined strides in 2020 towards redressing both. https://t.co/cwQhaB2MLA
2662,"The dietary habits of ancient beavers, sparrows’ responses to snowstorms and the appetites of #murderhornets – this was a quirky year for research on birds, bees and other creatures at #WesternU. @westernuScience @SchulichMedDent  https://t.co/N7a68vD21d"
2663,"In a milestone year, scores of researchers at #WesternU zeroed in on understanding, treating and solving One Big Problem. They tackled the impact of #COVID19 from all angles: medicine and health to ethics, engineering and music. https://t.co/uGgomZDoj8"
2664,"We are speed, lightning speed. #WesternU became the first Canadian university with a #5G network in a partnership with @Bell that will transform data-based research. @westernuScience  https://t.co/FMCulHqbh3"
2665,"Investments in student #mentalhealth, active #aging and #nursing were among the ways supporters showed faith in #WesternU and its people this year. #purpleandproud @westernuSE @westernuAlumni @westernuFHS  https://t.co/GHmZoUYAhb"
2666,"They were four bright lights, on their way to #WesternU, when Flight #PS752 was shot down. Our campus was a focal point for a community’s grief and remembrance. @westernuIntl  https://t.co/P1QqwAyaS2"
2667,#WesternU's commitment to #sustainability in 2020 was far more than a ?(phosphate-free) laundry list of activities. #treadlightly https://t.co/1vvrBGigft
2668,"The pivots #COVID19 necessitated translated into a whole new way to teach, study, work, play, celebrate and graduate at #WesternU. Read how we managed, together. @westernuSE @westernuAlumni @WesternUSC https://t.co/laJbfel2MW"
2669,"Relationships flourish with wine and roses and a certain?je ne sais quoi. This year, #WesternU research by professor @datingdecisions may have found the?quoi – commitment to making it work. https://t.co/j1UhwPeD86"
